----------------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------------
Mod name, Registry name, Item ID, Display name, Tags
Aquaculture 2, aquaculture:brown_shrooma, 1764, Brown Shrooma, minecraft:fishes
Aquaculture 2, aquaculture:brown_shrooma_bucket, 1801, Bucket of Brown Shrooma, 
Aquaculture 2, aquaculture:brown_trout, 1769, Brown Trout, minecraft:fishes
Aquaculture 2, aquaculture:brown_trout_bucket, 1708, Bucket of Brown Trout, 
Aquaculture 2, aquaculture:capitaine, 1748, Capitaine, minecraft:fishes
Aquaculture 2, aquaculture:capitaine_bucket, 1730, Bucket of Capitaine, 
Aquaculture 2, aquaculture:carp, 1777, Carp, minecraft:fishes
Aquaculture 2, aquaculture:carp_bucket, 1770, Bucket of Carp, 
Aquaculture 2, aquaculture:catfish, 1791, Catfish, minecraft:fishes
Aquaculture 2, aquaculture:catfish_bucket, 1732, Bucket of Catfish, 
Aquaculture 2, aquaculture:dark_oak_fish_mount, 1714, Dark Oak Fish Mount, 
Aquaculture 2, aquaculture:diamond_fillet_knife, 1702, Diamond Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:diamond_fishing_rod, 1694, Diamond Fishing Rod, 
Aquaculture 2, aquaculture:diamond_hook, 1697, Diamond Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:double_hook, 1690, Double Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:driftwood, 1759, Driftwood, 
Aquaculture 2, aquaculture:farmland, 1703, Farmland, 
Aquaculture 2, aquaculture:fish_bones, 1797, Fish Bones, 
Aquaculture 2, aquaculture:fish_fillet_cooked, 1737, Cooked Fish Fillet, 
Aquaculture 2, aquaculture:fish_fillet_raw, 1726, Raw Fish Fillet, 
Aquaculture 2, aquaculture:fishing_line, 1749, Fishing Line, aquaculture:fishing_line
Aquaculture 2, aquaculture:frog, 1705, Frog, 
Aquaculture 2, aquaculture:frog_legs_cooked, 1754, Cooked Frog Legs, 
Aquaculture 2, aquaculture:frog_legs_raw, 1729, Frog Legs, 
Aquaculture 2, aquaculture:gar, 1709, Gar, minecraft:fishes
Aquaculture 2, aquaculture:gar_bucket, 1711, Bucket of Gar, 
Aquaculture 2, aquaculture:gold_fillet_knife, 1780, Gold Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:gold_fishing_rod, 1787, Golden Fishing Rod, 
Aquaculture 2, aquaculture:gold_hook, 1686, Gold Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:goldfish, 1784, Goldfish, 
Aquaculture 2, aquaculture:heavy_hook, 1699, Heavy Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:iron_fillet_knife, 1679, Iron Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:iron_fishing_rod, 1696, Iron Fishing Rod, 
Aquaculture 2, aquaculture:iron_hook, 1693, Iron Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:jellyfish, 1718, Jellyfish, 
Aquaculture 2, aquaculture:jellyfish_bucket, 1751, Bucket of Jellyfish, 
Aquaculture 2, aquaculture:jungle_fish_mount, 1682, Jungle Fish Mount, 
Aquaculture 2, aquaculture:leech, 1685, Leech, 
Aquaculture 2, aquaculture:light_hook, 1688, Light Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:lockbox, 1763, Lockbox, 
Aquaculture 2, aquaculture:message_in_a_bottle, 1684, Message In A Bottle, 
Aquaculture 2, aquaculture:minnow, 1800, Minnow, minecraft:fishes
Aquaculture 2, aquaculture:minnow_bucket, 1712, Bucket of Minnow, 
Aquaculture 2, aquaculture:muskellunge, 1683, Muskellunge, minecraft:fishes
Aquaculture 2, aquaculture:muskellunge_bucket, 1753, Bucket of Muskellunge, 
Aquaculture 2, aquaculture:neptunes_bounty, 1681, Neptune's Bounty, forge:chests
Aquaculture 2, aquaculture:neptunium_axe, 1799, Neptunium Axe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_block, 1706, Neptunium Block, forge:storage_blocks, forge:storage_blocks/neptunium
Aquaculture 2, aquaculture:neptunium_boots, 1721, Neptunium Boots, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_bow, 1689, Neptunium Bow, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_chestplate, 1676, Neptunium Chestplate, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_fillet_knife, 1752, Neptunium Fillet Knife, aquaculture:tooltip, forge:fillet_knife
Aquaculture 2, aquaculture:neptunium_fishing_rod, 1743, Neptunium Fishing Rod, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_helmet, 1765, Neptunium Helmet, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_hoe, 1779, Neptunium Hoe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_ingot, 1733, Neptunium Ingot, forge:ingots, forge:ingots/neptunium
Aquaculture 2, aquaculture:neptunium_leggings, 1774, Neptunium Leggings, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_nugget, 1761, Neptunium Nugget, forge:nuggets, forge:nuggets/neptunium
Aquaculture 2, aquaculture:neptunium_pickaxe, 1740, Neptunium Pickaxe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_shovel, 1727, Neptunium Shovel, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_sword, 1691, Neptunium Sword, aquaculture:tooltip
Aquaculture 2, aquaculture:nether_star_hook, 1741, Nether Star Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:note_hook, 1692, Note Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:oak_fish_mount, 1704, Oak Fish Mount, 
Aquaculture 2, aquaculture:pacific_halibut, 1713, Pacific Halibut, minecraft:fishes
Aquaculture 2, aquaculture:pacific_halibut_bucket, 1785, Bucket of Pacific Halibut, 
Aquaculture 2, aquaculture:perch, 1715, Perch, minecraft:fishes
Aquaculture 2, aquaculture:perch_bucket, 1739, Bucket of Perch, 
Aquaculture 2, aquaculture:pink_salmon, 1795, Pink Salmon, minecraft:fishes
Aquaculture 2, aquaculture:pink_salmon_bucket, 1725, Bucket of Pink Salmon, 
Aquaculture 2, aquaculture:piranha, 1738, Piranha, minecraft:fishes
Aquaculture 2, aquaculture:piranha_bucket, 1742, Bucket of Piranha, 
Aquaculture 2, aquaculture:pollock, 1796, Pollock, minecraft:fishes
Aquaculture 2, aquaculture:pollock_bucket, 1700, Bucket of Pollock, 
Aquaculture 2, aquaculture:rainbow_trout, 1745, Rainbow Trout, minecraft:fishes
Aquaculture 2, aquaculture:rainbow_trout_bucket, 1707, Bucket of Rainbow Trout, 
Aquaculture 2, aquaculture:red_grouper, 1678, Red Grouper, minecraft:fishes
Aquaculture 2, aquaculture:red_grouper_bucket, 1731, Bucket of Red Grouper, 
Aquaculture 2, aquaculture:red_shrooma, 1771, Red Shrooma, minecraft:fishes
Aquaculture 2, aquaculture:red_shrooma_bucket, 1736, Bucket of Red Shrooma, 
Aquaculture 2, aquaculture:redstone_hook, 1781, Redstone Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:smallmouth_bass, 1734, Smallmouth Bass, minecraft:fishes
Aquaculture 2, aquaculture:smallmouth_bass_bucket, 1744, Bucket of Smallmouth Bass, 
Aquaculture 2, aquaculture:spruce_fish_mount, 1775, Spruce Fish Mount, 
Aquaculture 2, aquaculture:starshell_turtle, 1747, Starshell Turtle, aquaculture:turtle
Aquaculture 2, aquaculture:starshell_turtle_spawn_egg, 1760, Starshell Turtle Spawn Egg, 
Aquaculture 2, aquaculture:stone_fillet_knife, 1789, Stone Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:sushi, 1755, Sushi, 
Aquaculture 2, aquaculture:synodontis, 1720, Synodontis, minecraft:fishes
Aquaculture 2, aquaculture:synodontis_bucket, 1716, Bucket of Synodontis, 
Aquaculture 2, aquaculture:tackle_box, 1783, Tackle Box, 
Aquaculture 2, aquaculture:tambaqui, 1756, Tambaqui, minecraft:fishes
Aquaculture 2, aquaculture:tambaqui_bucket, 1757, Bucket of Tambaqui, 
Aquaculture 2, aquaculture:tin_can, 1710, Tin Can, 
Aquaculture 2, aquaculture:treasure_chest, 1746, Treasure Chest, 
Aquaculture 2, aquaculture:tuna, 1790, Tuna, minecraft:fishes
Aquaculture 2, aquaculture:tuna_bucket, 1722, Bucket of Tuna, 
Aquaculture 2, aquaculture:turtle_soup, 1735, Turtle Soup, 
Aquaculture 2, aquaculture:wooden_fillet_knife, 1768, Wooden Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:worm, 1778, Worm, 
Aquaculture 2, aquaculture:worm_farm, 1788, Worm Farm, 
Bountiful, bountiful:bounty, 908, Bounty, 
Bountiful, bountiful:bountyboard, 909, Bounty Board, 
Bountiful, bountiful:decree, 910, Decree, 
Charm, charm:barrel_acacia, 1649, Acacia Barrel, forge:barrels
Charm, charm:barrel_birch, 1647, Birch Barrel, forge:barrels
Charm, charm:barrel_dark_oak, 1650, Dark Oak Barrel, forge:barrels
Charm, charm:barrel_jungle, 1648, Jungle Barrel, forge:barrels
Charm, charm:barrel_spruce, 1646, Spruce Barrel, forge:barrels
Charm, charm:bat_bucket, 1652, Bat in a Bucket, 
Charm, charm:bookshelf_chest_acacia, 1644, Acacia Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_birch, 1642, Birch Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_dark_oak, 1645, Dark Oak Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_jungle, 1643, Jungle Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_oak, 1640, Oak Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_spruce, 1641, Spruce Bookshelf Chest, forge:bookshelves
Charm, charm:bound_compass, 1653, Bound Compass, forge:compasses
Charm, charm:cake_danger_sight, 1670, Cake of Presence, 
Charm, charm:cake_fire_resistance, 1662, Cake of Fire Resistance, 
Charm, charm:cake_invisibility, 1663, Cake of Invisibility, 
Charm, charm:cake_leaping, 1664, Cake of Leaping, 
Charm, charm:cake_night_vision, 1665, Cake of Night Vision, 
Charm, charm:cake_regeneration, 1666, Cake of Regeneration, 
Charm, charm:cake_resilience, 1671, Cake of Stability, 
Charm, charm:cake_resistance, 1672, Cake of Fortitude, 
Charm, charm:cake_strength, 1667, Cake of Strength, 
Charm, charm:cake_swiftness, 1668, Cake of Swiftness, 
Charm, charm:cake_water_breathing, 1669, Cake of Water Breathing, 
Charm, charm:crate_open_acacia, 1636, Acacia Crate, 
Charm, charm:crate_open_birch, 1632, Birch Crate, 
Charm, charm:crate_open_dark_oak, 1638, Dark Oak Crate, 
Charm, charm:crate_open_jungle, 1634, Jungle Crate, 
Charm, charm:crate_open_oak, 1628, Oak Crate, 
Charm, charm:crate_open_spruce, 1630, Spruce Crate, 
Charm, charm:crate_sealed_acacia, 1637, Acacia Sealed Crate, 
Charm, charm:crate_sealed_birch, 1633, Birch Sealed Crate, 
Charm, charm:crate_sealed_dark_oak, 1639, Dark Oak Sealed Crate, 
Charm, charm:crate_sealed_jungle, 1635, Jungle Sealed Crate, 
Charm, charm:crate_sealed_oak, 1629, Oak Sealed Crate, 
Charm, charm:crate_sealed_spruce, 1631, Spruce Sealed Crate, 
Charm, charm:ender_pearl_block, 1656, Ender Pearl Block, 
Charm, charm:endermite_powder, 1660, Endermite Powder, 
Charm, charm:fumarole, 1659, Fumarole, 
Charm, charm:gold_lantern, 1651, Gold Lantern, 
Charm, charm:gunpowder_block, 1674, Gunpowder Block, 
Charm, charm:music_disc_axolotl, 1623, Underwater Music Disc, 
Charm, charm:music_disc_calm1, 1597, Overworld Music Disc, 
Charm, charm:music_disc_calm2, 1598, Overworld Music Disc, 
Charm, charm:music_disc_calm3, 1599, Overworld Music Disc, 
Charm, charm:music_disc_creative1, 1609, Creative Music Disc, 
Charm, charm:music_disc_creative2, 1610, Creative Music Disc, 
Charm, charm:music_disc_creative3, 1611, Creative Music Disc, 
Charm, charm:music_disc_creative4, 1612, Creative Music Disc, 
Charm, charm:music_disc_creative5, 1613, Creative Music Disc, 
Charm, charm:music_disc_creative6, 1614, Creative Music Disc, 
Charm, charm:music_disc_dragon, 1626, End Music Disc, 
Charm, charm:music_disc_dragon_fish, 1624, Underwater Music Disc, 
Charm, charm:music_disc_end, 1627, End Music Disc, 
Charm, charm:music_disc_hal1, 1600, Overworld Music Disc, 
Charm, charm:music_disc_hal2, 1601, Overworld Music Disc, 
Charm, charm:music_disc_hal3, 1602, Overworld Music Disc, 
Charm, charm:music_disc_hal4, 1603, Overworld Music Disc, 
Charm, charm:music_disc_menu1, 1619, Menu Music Disc, 
Charm, charm:music_disc_menu2, 1620, Menu Music Disc, 
Charm, charm:music_disc_menu3, 1621, Menu Music Disc, 
Charm, charm:music_disc_menu4, 1622, Menu Music Disc, 
Charm, charm:music_disc_nether1, 1615, Nether Music Disc, 
Charm, charm:music_disc_nether2, 1616, Nether Music Disc, 
Charm, charm:music_disc_nether3, 1617, Nether Music Disc, 
Charm, charm:music_disc_nether4, 1618, Nether Music Disc, 
Charm, charm:music_disc_nuance1, 1604, Overworld Music Disc, 
Charm, charm:music_disc_nuance2, 1605, Overworld Music Disc, 
Charm, charm:music_disc_piano1, 1606, Overworld Music Disc, 
Charm, charm:music_disc_piano2, 1607, Overworld Music Disc, 
Charm, charm:music_disc_piano3, 1608, Overworld Music Disc, 
Charm, charm:music_disc_shuniji, 1625, Underwater Music Disc, 
Charm, charm:nether_gold_deposit, 1661, Nether Gold Deposit, 
Charm, charm:pig_iron_nugget, 1658, Pig Iron Nugget, 
Charm, charm:pig_iron_ore, 1657, Pig Iron Ore, 
Charm, charm:redstone_sand, 1673, Redstone Sand, 
Charm, charm:rotten_flesh_block, 1654, Rotten Flesh Block, 
Charm, charm:smooth_glowstone, 1655, Smooth Glowstone, 
Charm, charm:variable_redstone_lamp, 1675, Variable Redstone Lamp, 
Minecraft, minecraft:acacia_boat, 834, Acacia Boat, minecraft:boats
Minecraft, minecraft:acacia_button, 263, Acacia Button, minecraft:buttons, minecraft:wooden_buttons
Minecraft, minecraft:acacia_door, 511, Acacia Door, minecraft:doors, minecraft:wooden_doors
Minecraft, minecraft:acacia_fence, 185, Acacia Fence, forge:fences, forge:fences/wooden, minecraft:fences, minecraft:wooden_fences
Minecraft, minecraft:acacia_fence_gate, 220, Acacia Fence Gate, forge:fence_gates, forge:fence_gates/wooden
Minecraft, minecraft:acacia_leaves, 60, Acacia Leaves, minecraft:leaves
Minecraft, minecraft:acacia_log, 36, Acacia Log, minecraft:acacia_logs, minecraft:logs
Minecraft, minecraft:acacia_planks, 17, Acacia Planks, minecraft:planks
Minecraft, minecraft:acacia_pressure_plate, 170, Acacia Pressure Plate, minecraft:wooden_pressure_plates
Minecraft, minecraft:acacia_sapling, 23, Acacia Sapling, minecraft:saplings
Minecraft, minecraft:acacia_sign, 593, Acacia Sign, minecraft:signs
Minecraft, minecraft:acacia_slab, 119, Acacia Slab, minecraft:slabs, minecraft:wooden_slabs
Minecraft, minecraft:acacia_stairs, 319, Acacia Stairs, minecraft:stairs, minecraft:wooden_stairs
Minecraft, minecraft:acacia_trapdoor, 197, Acacia Trapdoor, minecraft:trapdoors, minecraft:wooden_trapdoors
Minecraft, minecraft:acacia_wood, 54, Acacia Wood, minecraft:acacia_logs, minecraft:logs
Minecraft, minecraft:activator_rail, 279, Activator Rail, minecraft:rails
Minecraft, minecraft:air, 0, , 
Minecraft, minecraft:allium, 101, Allium, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Minecraft, minecraft:andesite, 6, Andesite, forge:stone, quark:stone_tool_materials
Minecraft, minecraft:andesite_slab, 501, Andesite Slab, minecraft:slabs
Minecraft, minecraft:andesite_stairs, 488, Andesite Stairs, minecraft:stairs
Minecraft, minecraft:andesite_wall, 254, Andesite Wall, minecraft:walls
Minecraft, minecraft:anvil, 265, Anvil, minecraft:anvil
Minecraft, minecraft:apple, 524, Apple, 
Minecraft, minecraft:armor_stand, 792, Armor Stand, 
Minecraft, minecraft:arrow, 526, Arrow, forge:arrows, minecraft:arrows
Minecraft, minecraft:azure_bluet, 102, Azure Bluet, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Minecraft, minecraft:baked_potato, 765, Baked Potato, 
Minecraft, minecraft:bamboo, 614, Bamboo, 
Minecraft, minecraft:barrel, 865, Barrel, 
Minecraft, minecraft:barrier, 297, Barrier, 
Minecraft, minecraft:bat_spawn_egg, 697, Bat Spawn Egg, 
Minecraft, minecraft:beacon, 244, Beacon, 
Minecraft, minecraft:bedrock, 25, Bedrock, 
Minecraft, minecraft:bee_nest, 879, Bee Nest, 
Minecraft, minecraft:bee_spawn_egg, 698, Bee Spawn Egg, 
Minecraft, minecraft:beef, 677, Raw Beef, 
Minecraft, minecraft:beehive, 880, Beehive, 
Minecraft, minecraft:beetroot, 821, Beetroot, forge:crops, forge:crops/beetroot
Minecraft, minecraft:beetroot_seeds, 822, Beetroot Seeds, forge:seeds, forge:seeds/beetroot
Minecraft, minecraft:beetroot_soup, 823, Beetroot Soup, 
Minecraft, minecraft:bell, 874, Bell, 
Minecraft, minecraft:birch_boat, 832, Birch Boat, minecraft:boats
Minecraft, minecraft:birch_button, 261, Birch Button, minecraft:buttons, minecraft:wooden_buttons
Minecraft, minecraft:birch_door, 509, Birch Door, minecraft:doors, minecraft:wooden_doors
Minecraft, minecraft:birch_fence, 183, Birch Fence, forge:fences, forge:fences/wooden, minecraft:fences, minecraft:wooden_fences
Minecraft, minecraft:birch_fence_gate, 218, Birch Fence Gate, forge:fence_gates, forge:fence_gates/wooden
Minecraft, minecraft:birch_leaves, 58, Birch Leaves, minecraft:leaves
Minecraft, minecraft:birch_log, 34, Birch Log, minecraft:birch_logs, minecraft:logs
Minecraft, minecraft:birch_planks, 15, Birch Planks, minecraft:planks
Minecraft, minecraft:birch_pressure_plate, 168, Birch Pressure Plate, minecraft:wooden_pressure_plates
Minecraft, minecraft:birch_sapling, 21, Birch Sapling, minecraft:saplings
Minecraft, minecraft:birch_sign, 591, Birch Sign, minecraft:signs
Minecraft, minecraft:birch_slab, 117, Birch Slab, minecraft:slabs, minecraft:wooden_slabs
Minecraft, minecraft:birch_stairs, 241, Birch Stairs, minecraft:stairs, minecraft:wooden_stairs
Minecraft, minecraft:birch_trapdoor, 195, Birch Trapdoor, minecraft:trapdoors, minecraft:wooden_trapdoors
Minecraft, minecraft:birch_wood, 52, Birch Wood, minecraft:birch_logs, minecraft:logs
Minecraft, minecraft:black_banner, 817, Black Banner, minecraft:banners
Minecraft, minecraft:black_bed, 669, Black Bed, minecraft:beds
Minecraft, minecraft:black_carpet, 315, Black Carpet, minecraft:carpets
Minecraft, minecraft:black_concrete, 428, Black Concrete, 
Minecraft, minecraft:black_concrete_powder, 444, Black Concrete Powder, 
Minecraft, minecraft:black_dye, 649, Black Dye, forge:dyes, forge:dyes/black
Minecraft, minecraft:black_glazed_terracotta, 412, Black Glazed Terracotta, 
Minecraft, minecraft:black_shulker_box, 396, Black Shulker Box, 
Minecraft, minecraft:black_stained_glass, 344, Black Stained Glass, forge:glass, forge:glass/black, forge:stained_glass
Minecraft, minecraft:black_stained_glass_pane, 360, Black Stained Glass Pane, forge:glass_panes, forge:glass_panes/black, forge:stained_glass_panes
Minecraft, minecraft:black_terracotta, 296, Black Terracotta, 
Minecraft, minecraft:black_wool, 97, Black Wool, minecraft:wool
Minecraft, minecraft:blast_furnace, 867, Blast Furnace, 
Minecraft, minecraft:blaze_powder, 691, Blaze Powder, 
Minecraft, minecraft:blaze_rod, 683, Blaze Rod, forge:rods, forge:rods/blaze
Minecraft, minecraft:blaze_spawn_egg, 699, Blaze Spawn Egg, 
Minecraft, minecraft:blue_banner, 813, Blue Banner, minecraft:banners
Minecraft, minecraft:blue_bed, 665, Blue Bed, minecraft:beds
Minecraft, minecraft:blue_carpet, 311, Blue Carpet, minecraft:carpets
Minecraft, minecraft:blue_concrete, 424, Blue Concrete, 
Minecraft, minecraft:blue_concrete_powder, 440, Blue Concrete Powder, 
Minecraft, minecraft:blue_dye, 647, Blue Dye, forge:dyes, forge:dyes/blue
Minecraft, minecraft:blue_glazed_terracotta, 408, Blue Glazed Terracotta, 
Minecraft, minecraft:blue_ice, 476, Blue Ice, 
Minecraft, minecraft:blue_orchid, 100, Blue Orchid, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Minecraft, minecraft:blue_shulker_box, 392, Blue Shulker Box, 
Minecraft, minecraft:blue_stained_glass, 340, Blue Stained Glass, forge:glass, forge:glass/blue, forge:stained_glass
Minecraft, minecraft:blue_stained_glass_pane, 356, Blue Stained Glass Pane, forge:glass_panes, forge:glass_panes/blue, forge:stained_glass_panes
Minecraft, minecraft:blue_terracotta, 292, Blue Terracotta, 
Minecraft, minecraft:blue_wool, 93, Blue Wool, minecraft:wool
Minecraft, minecraft:bone, 651, Bone, forge:bones
Minecraft, minecraft:bone_block, 377, Bone Block, 
Minecraft, minecraft:bone_meal, 646, Bone Meal, 
Minecraft, minecraft:book, 616, Book, 
Minecraft, minecraft:bookshelf, 143, Bookshelf, forge:bookshelves
Minecraft, minecraft:bow, 525, Bow, 
Minecraft, minecraft:bowl, 546, Bowl, 
Minecraft, minecraft:brain_coral, 457, Brain Coral, 
Minecraft, minecraft:brain_coral_block, 452, Brain Coral Block, 
Minecraft, minecraft:brain_coral_fan, 467, Brain Coral Fan, 
Minecraft, minecraft:bread, 562, Bread, 
Minecraft, minecraft:brewing_stand, 693, Brewing Stand, 
Minecraft, minecraft:brick, 609, Brick, forge:ingots, forge:ingots/brick
Minecraft, minecraft:brick_slab, 127, Brick Slab, minecraft:slabs
Minecraft, minecraft:brick_stairs, 222, Brick Stairs, minecraft:stairs
Minecraft, minecraft:brick_wall, 247, Brick Wall, minecraft:walls
Minecraft, minecraft:bricks, 141, Bricks, 
Minecraft, minecraft:brown_banner, 814, Brown Banner, minecraft:banners
Minecraft, minecraft:brown_bed, 666, Brown Bed, minecraft:beds
Minecraft, minecraft:brown_carpet, 312, Brown Carpet, minecraft:carpets
Minecraft, minecraft:brown_concrete, 425, Brown Concrete, 
Minecraft, minecraft:brown_concrete_powder, 441, Brown Concrete Powder, 
Minecraft, minecraft:brown_dye, 648, Brown Dye, forge:dyes, forge:dyes/brown
Minecraft, minecraft:brown_glazed_terracotta, 409, Brown Glazed Terracotta, 
Minecraft, minecraft:brown_mushroom, 111, Brown Mushroom, forge:mushrooms
Minecraft, minecraft:brown_mushroom_block, 209, Brown Mushroom Block, 
Minecraft, minecraft:brown_shulker_box, 393, Brown Shulker Box, 
Minecraft, minecraft:brown_stained_glass, 341, Brown Stained Glass, forge:glass, forge:glass/brown, forge:stained_glass
Minecraft, minecraft:brown_stained_glass_pane, 357, Brown Stained Glass Pane, forge:glass_panes, forge:glass_panes/brown, forge:stained_glass_panes
Minecraft, minecraft:brown_terracotta, 293, Brown Terracotta, 
Minecraft, minecraft:brown_wool, 94, Brown Wool, minecraft:wool
Minecraft, minecraft:bubble_coral, 458, Bubble Coral, 
Minecraft, minecraft:bubble_coral_block, 453, Bubble Coral Block, 
Minecraft, minecraft:bubble_coral_fan, 468, Bubble Coral Fan, 
Minecraft, minecraft:bucket, 595, Bucket, 
Minecraft, minecraft:cactus, 178, Cactus, 
Minecraft, minecraft:cake, 653, Cake, 
Minecraft, minecraft:campfire, 877, Campfire, 
Minecraft, minecraft:carrot, 763, Carrot, forge:crops, forge:crops/carrot
Minecraft, minecraft:carrot_on_a_stick, 775, Carrot on a Stick, 
Minecraft, minecraft:cartography_table, 868, Cartography Table, 
Minecraft, minecraft:carved_pumpkin, 188, Carved Pumpkin, 
Minecraft, minecraft:cat_spawn_egg, 700, Cat Spawn Egg, 
Minecraft, minecraft:cauldron, 694, Cauldron, 
Minecraft, minecraft:cave_spider_spawn_egg, 701, Cave Spider Spawn Egg, 
Minecraft, minecraft:chain_command_block, 373, Chain Command Block, 
Minecraft, minecraft:chainmail_boots, 570, Chainmail Boots, 
Minecraft, minecraft:chainmail_chestplate, 568, Chainmail Chestplate, 
Minecraft, minecraft:chainmail_helmet, 567, Chainmail Helmet, 
Minecraft, minecraft:chainmail_leggings, 569, Chainmail Leggings, 
Minecraft, minecraft:charcoal, 528, Charcoal, minecraft:coals
Minecraft, minecraft:chest, 155, Chest, forge:chests, forge:chests/wooden
Minecraft, minecraft:chest_minecart, 618, Minecart with Chest, 
Minecraft, minecraft:chicken, 679, Raw Chicken, 
Minecraft, minecraft:chicken_spawn_egg, 702, Chicken Spawn Egg, 
Minecraft, minecraft:chipped_anvil, 266, Chipped Anvil, minecraft:anvil
Minecraft, minecraft:chiseled_quartz_block, 275, Chiseled Quartz Block, 
Minecraft, minecraft:chiseled_red_sandstone, 369, Chiseled Red Sandstone, forge:sandstone
Minecraft, minecraft:chiseled_sandstone, 69, Chiseled Sandstone, forge:sandstone
Minecraft, minecraft:chiseled_stone_bricks, 208, Chiseled Stone Bricks, minecraft:stone_bricks
Minecraft, minecraft:chorus_flower, 149, Chorus Flower, 
Minecraft, minecraft:chorus_fruit, 819, Chorus Fruit, 
Minecraft, minecraft:chorus_plant, 148, Chorus Plant, 
Minecraft, minecraft:clay, 179, Clay, 
Minecraft, minecraft:clay_ball, 610, Clay, 
Minecraft, minecraft:clock, 623, Clock, 
