----------------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------------
Mod name, Registry name, Item ID, Display name, Tags
Aquaculture 2, aquaculture:capitaine, 1742, Capitaine, minecraft:fishes
Aquaculture 2, aquaculture:capitaine_bucket, 1800, Bucket of Capitaine, 
Aquaculture 2, aquaculture:carp, 1747, Carp, minecraft:fishes
Aquaculture 2, aquaculture:carp_bucket, 1805, Bucket of Carp, 
Aquaculture 2, aquaculture:catfish, 1748, Catfish, minecraft:fishes
Aquaculture 2, aquaculture:catfish_bucket, 1806, Bucket of Catfish, 
Aquaculture 2, aquaculture:dark_oak_fish_mount, 1780, Dark Oak Fish Mount, 
Aquaculture 2, aquaculture:diamond_fillet_knife, 1716, Diamond Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:diamond_fishing_rod, 1695, Diamond Fishing Rod, 
Aquaculture 2, aquaculture:diamond_hook, 1783, Diamond Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:double_hook, 1786, Double Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:driftwood, 1718, Driftwood, 
Aquaculture 2, aquaculture:farmland, 1767, Farmland, 
Aquaculture 2, aquaculture:fish_bones, 1725, Fish Bones, 
Aquaculture 2, aquaculture:fish_fillet_cooked, 1727, Cooked Fish Fillet, 
Aquaculture 2, aquaculture:fish_fillet_raw, 1726, Raw Fish Fillet, 
Aquaculture 2, aquaculture:fishing_line, 1698, Fishing Line, aquaculture:fishing_line
Aquaculture 2, aquaculture:frog, 1761, Frog, 
Aquaculture 2, aquaculture:frog_legs_cooked, 1729, Cooked Frog Legs, 
Aquaculture 2, aquaculture:frog_legs_raw, 1728, Frog Legs, 
Aquaculture 2, aquaculture:gar, 1749, Gar, minecraft:fishes
Aquaculture 2, aquaculture:gar_bucket, 1807, Bucket of Gar, 
Aquaculture 2, aquaculture:gold_fillet_knife, 1715, Gold Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:gold_fishing_rod, 1694, Golden Fishing Rod, 
Aquaculture 2, aquaculture:gold_hook, 1782, Gold Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:goldfish, 1763, Goldfish, 
Aquaculture 2, aquaculture:heavy_hook, 1785, Heavy Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:iron_fillet_knife, 1714, Iron Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:iron_fishing_rod, 1693, Iron Fishing Rod, 
Aquaculture 2, aquaculture:iron_hook, 1781, Iron Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:jellyfish, 1758, Jellyfish, 
Aquaculture 2, aquaculture:jellyfish_bucket, 1816, Bucket of Jellyfish, 
Aquaculture 2, aquaculture:jungle_fish_mount, 1778, Jungle Fish Mount, 
Aquaculture 2, aquaculture:leech, 1762, Leech, 
Aquaculture 2, aquaculture:light_hook, 1784, Light Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:lockbox, 1722, Lockbox, 
Aquaculture 2, aquaculture:message_in_a_bottle, 1720, Message In A Bottle, 
Aquaculture 2, aquaculture:minnow, 1750, Minnow, minecraft:fishes
Aquaculture 2, aquaculture:minnow_bucket, 1808, Bucket of Minnow, 
Aquaculture 2, aquaculture:muskellunge, 1751, Muskellunge, minecraft:fishes
Aquaculture 2, aquaculture:muskellunge_bucket, 1809, Bucket of Muskellunge, 
Aquaculture 2, aquaculture:neptunes_bounty, 1770, Neptune's Bounty, forge:chests
Aquaculture 2, aquaculture:neptunium_axe, 1704, Neptunium Axe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_block, 1768, Neptunium Block, forge:storage_blocks, forge:storage_blocks/neptunium
Aquaculture 2, aquaculture:neptunium_boots, 1711, Neptunium Boots, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_bow, 1707, Neptunium Bow, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_chestplate, 1709, Neptunium Chestplate, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_fillet_knife, 1717, Neptunium Fillet Knife, aquaculture:tooltip, forge:fillet_knife
Aquaculture 2, aquaculture:neptunium_fishing_rod, 1696, Neptunium Fishing Rod, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_helmet, 1708, Neptunium Helmet, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_hoe, 1705, Neptunium Hoe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_ingot, 1701, Neptunium Ingot, forge:ingots, forge:ingots/neptunium
Aquaculture 2, aquaculture:neptunium_leggings, 1710, Neptunium Leggings, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_nugget, 1700, Neptunium Nugget, forge:nuggets, forge:nuggets/neptunium
Aquaculture 2, aquaculture:neptunium_pickaxe, 1702, Neptunium Pickaxe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_shovel, 1703, Neptunium Shovel, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_sword, 1706, Neptunium Sword, aquaculture:tooltip
Aquaculture 2, aquaculture:nether_star_hook, 1789, Nether Star Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:note_hook, 1788, Note Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:oak_fish_mount, 1775, Oak Fish Mount, 
Aquaculture 2, aquaculture:pacific_halibut, 1734, Pacific Halibut, minecraft:fishes
Aquaculture 2, aquaculture:pacific_halibut_bucket, 1792, Bucket of Pacific Halibut, 
Aquaculture 2, aquaculture:perch, 1752, Perch, minecraft:fishes
Aquaculture 2, aquaculture:perch_bucket, 1810, Bucket of Perch, 
Aquaculture 2, aquaculture:pink_salmon, 1737, Pink Salmon, minecraft:fishes
Aquaculture 2, aquaculture:pink_salmon_bucket, 1795, Bucket of Pink Salmon, 
Aquaculture 2, aquaculture:piranha, 1754, Piranha, minecraft:fishes
Aquaculture 2, aquaculture:piranha_bucket, 1812, Bucket of Piranha, 
Aquaculture 2, aquaculture:pollock, 1738, Pollock, minecraft:fishes
Aquaculture 2, aquaculture:pollock_bucket, 1796, Bucket of Pollock, 
Aquaculture 2, aquaculture:rainbow_trout, 1739, Rainbow Trout, minecraft:fishes
Aquaculture 2, aquaculture:rainbow_trout_bucket, 1797, Bucket of Rainbow Trout, 
Aquaculture 2, aquaculture:red_grouper, 1759, Red Grouper, minecraft:fishes
Aquaculture 2, aquaculture:red_grouper_bucket, 1817, Bucket of Red Grouper, 
Aquaculture 2, aquaculture:red_shrooma, 1757, Red Shrooma, minecraft:fishes
Aquaculture 2, aquaculture:red_shrooma_bucket, 1815, Bucket of Red Shrooma, 
Aquaculture 2, aquaculture:redstone_hook, 1787, Redstone Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:smallmouth_bass, 1744, Smallmouth Bass, minecraft:fishes
Aquaculture 2, aquaculture:smallmouth_bass_bucket, 1802, Bucket of Smallmouth Bass, 
Aquaculture 2, aquaculture:spruce_fish_mount, 1776, Spruce Fish Mount, 
Aquaculture 2, aquaculture:starshell_turtle, 1766, Starshell Turtle, aquaculture:turtle
Aquaculture 2, aquaculture:starshell_turtle_spawn_egg, 1774, Starshell Turtle Spawn Egg, 
Aquaculture 2, aquaculture:stone_fillet_knife, 1713, Stone Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:sushi, 1731, Sushi, 
Aquaculture 2, aquaculture:synodontis, 1743, Synodontis, minecraft:fishes
Aquaculture 2, aquaculture:synodontis_bucket, 1801, Bucket of Synodontis, 
Aquaculture 2, aquaculture:tackle_box, 1771, Tackle Box, 
Aquaculture 2, aquaculture:tambaqui, 1755, Tambaqui, minecraft:fishes
Aquaculture 2, aquaculture:tambaqui_bucket, 1813, Bucket of Tambaqui, 
Aquaculture 2, aquaculture:tin_can, 1719, Tin Can, 
Aquaculture 2, aquaculture:treasure_chest, 1723, Treasure Chest, 
Aquaculture 2, aquaculture:tuna, 1760, Tuna, minecraft:fishes
Aquaculture 2, aquaculture:tuna_bucket, 1818, Bucket of Tuna, 
Aquaculture 2, aquaculture:turtle_soup, 1730, Turtle Soup, 
Aquaculture 2, aquaculture:wooden_fillet_knife, 1712, Wooden Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:worm, 1697, Worm, 
Aquaculture 2, aquaculture:worm_farm, 1769, Worm Farm, 
Bountiful, bountiful:bounty, 1004, Bounty, 
Bountiful, bountiful:bountyboard, 1005, Bounty Board, 
Bountiful, bountiful:decree, 1006, Decree, 
Charm, charm:barrel_acacia, 1871, Acacia Barrel, forge:barrels
Charm, charm:barrel_birch, 1869, Birch Barrel, forge:barrels
Charm, charm:barrel_dark_oak, 1872, Dark Oak Barrel, forge:barrels
Charm, charm:barrel_jungle, 1870, Jungle Barrel, forge:barrels
Charm, charm:barrel_spruce, 1868, Spruce Barrel, forge:barrels
Charm, charm:bat_bucket, 1874, Bat in a Bucket, 
Charm, charm:bookshelf_chest_acacia, 1866, Acacia Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_birch, 1864, Birch Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_dark_oak, 1867, Dark Oak Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_jungle, 1865, Jungle Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_oak, 1862, Oak Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_spruce, 1863, Spruce Bookshelf Chest, forge:bookshelves
Charm, charm:bound_compass, 1875, Bound Compass, forge:compasses
Charm, charm:cake_danger_sight, 1892, Cake of Presence, 
Charm, charm:cake_fire_resistance, 1884, Cake of Fire Resistance, 
Charm, charm:cake_invisibility, 1885, Cake of Invisibility, 
Charm, charm:cake_leaping, 1886, Cake of Leaping, 
Charm, charm:cake_night_vision, 1887, Cake of Night Vision, 
Charm, charm:cake_regeneration, 1888, Cake of Regeneration, 
Charm, charm:cake_resilience, 1893, Cake of Stability, 
Charm, charm:cake_resistance, 1894, Cake of Fortitude, 
Charm, charm:cake_strength, 1889, Cake of Strength, 
Charm, charm:cake_swiftness, 1890, Cake of Swiftness, 
Charm, charm:cake_water_breathing, 1891, Cake of Water Breathing, 
Charm, charm:crate_open_acacia, 1858, Acacia Crate, 
Charm, charm:crate_open_birch, 1854, Birch Crate, 
Charm, charm:crate_open_dark_oak, 1860, Dark Oak Crate, 
Charm, charm:crate_open_jungle, 1856, Jungle Crate, 
Charm, charm:crate_open_oak, 1850, Oak Crate, 
Charm, charm:crate_open_spruce, 1852, Spruce Crate, 
Charm, charm:crate_sealed_acacia, 1859, Acacia Sealed Crate, 
Charm, charm:crate_sealed_birch, 1855, Birch Sealed Crate, 
Charm, charm:crate_sealed_dark_oak, 1861, Dark Oak Sealed Crate, 
Charm, charm:crate_sealed_jungle, 1857, Jungle Sealed Crate, 
Charm, charm:crate_sealed_oak, 1851, Oak Sealed Crate, 
Charm, charm:crate_sealed_spruce, 1853, Spruce Sealed Crate, 
Charm, charm:ender_pearl_block, 1878, Ender Pearl Block, 
Charm, charm:endermite_powder, 1882, Endermite Powder, 
Charm, charm:fumarole, 1881, Fumarole, 
Charm, charm:gold_lantern, 1873, Gold Lantern, 
Charm, charm:gunpowder_block, 1896, Gunpowder Block, 
Charm, charm:music_disc_axolotl, 1845, Underwater Music Disc, 
Charm, charm:music_disc_calm1, 1819, Overworld Music Disc, 
Charm, charm:music_disc_calm2, 1820, Overworld Music Disc, 
Charm, charm:music_disc_calm3, 1821, Overworld Music Disc, 
Charm, charm:music_disc_creative1, 1831, Creative Music Disc, 
Charm, charm:music_disc_creative2, 1832, Creative Music Disc, 
Charm, charm:music_disc_creative3, 1833, Creative Music Disc, 
Charm, charm:music_disc_creative4, 1834, Creative Music Disc, 
Charm, charm:music_disc_creative5, 1835, Creative Music Disc, 
Charm, charm:music_disc_creative6, 1836, Creative Music Disc, 
Charm, charm:music_disc_dragon, 1848, End Music Disc, 
Charm, charm:music_disc_dragon_fish, 1846, Underwater Music Disc, 
Charm, charm:music_disc_end, 1849, End Music Disc, 
Charm, charm:music_disc_hal1, 1822, Overworld Music Disc, 
Charm, charm:music_disc_hal2, 1823, Overworld Music Disc, 
Charm, charm:music_disc_hal3, 1824, Overworld Music Disc, 
Charm, charm:music_disc_hal4, 1825, Overworld Music Disc, 
Charm, charm:music_disc_menu1, 1841, Menu Music Disc, 
Charm, charm:music_disc_menu2, 1842, Menu Music Disc, 
Charm, charm:music_disc_menu3, 1843, Menu Music Disc, 
Charm, charm:music_disc_menu4, 1844, Menu Music Disc, 
Charm, charm:music_disc_nether1, 1837, Nether Music Disc, 
Charm, charm:music_disc_nether2, 1838, Nether Music Disc, 
Charm, charm:music_disc_nether3, 1839, Nether Music Disc, 
Charm, charm:music_disc_nether4, 1840, Nether Music Disc, 
Charm, charm:music_disc_nuance1, 1826, Overworld Music Disc, 
Charm, charm:music_disc_nuance2, 1827, Overworld Music Disc, 
Charm, charm:music_disc_piano1, 1828, Overworld Music Disc, 
Charm, charm:music_disc_piano2, 1829, Overworld Music Disc, 
Charm, charm:music_disc_piano3, 1830, Overworld Music Disc, 
Charm, charm:music_disc_shuniji, 1847, Underwater Music Disc, 
Charm, charm:nether_gold_deposit, 1883, Nether Gold Deposit, 
Charm, charm:pig_iron_nugget, 1880, Pig Iron Nugget, 
Charm, charm:pig_iron_ore, 1879, Pig Iron Ore, 
Charm, charm:redstone_sand, 1895, Redstone Sand, 
Charm, charm:rotten_flesh_block, 1876, Rotten Flesh Block, 
Charm, charm:smooth_glowstone, 1877, Smooth Glowstone, 
Charm, charm:variable_redstone_lamp, 1897, Variable Redstone Lamp, 
Inspirations, inspirations:ancient_bookshelf, 934, Ancient Bookshelf, forge:bookshelves, inspirations:bookshelves
Inspirations, inspirations:barometer, 983, Barometer, 
Inspirations, inspirations:black_book, 931, Black Book, forge:books, inspirations:books
Inspirations, inspirations:black_carpeted_trapdoor, 975, Black Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:black_mulch, 943, Black Mulch, inspirations:mulch
Inspirations, inspirations:black_waypoint_compass, 986, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:blue_book, 927, Blue Book, forge:books, inspirations:books
Inspirations, inspirations:blue_carpeted_trapdoor, 971, Blue Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:blue_enlightened_bush, 956, Blue Enlightened Bush, inspirations:enlightened_bushes, minecraft:leaves
Inspirations, inspirations:blue_mulch, 944, Blue Mulch, inspirations:mulch
Inspirations, inspirations:blue_waypoint_compass, 996, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:bookshelf, 933, Bookshelf, forge:bookshelves, inspirations:bookshelves
Inspirations, inspirations:brick_path, 948, Bricks Path, 
Inspirations, inspirations:brown_book, 928, Brown Book, forge:books, inspirations:books
Inspirations, inspirations:brown_carpeted_trapdoor, 972, Brown Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:brown_mulch, 941, Brown Mulch, inspirations:mulch
Inspirations, inspirations:brown_waypoint_compass, 1000, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:cactus_seeds, 1001, Cactus Seeds, 
Inspirations, inspirations:chain, 939, Chain, 
Inspirations, inspirations:charged_arrow, 978, Charged Arrow, minecraft:arrows
Inspirations, inspirations:collector, 976, Collector, 
Inspirations, inspirations:cyan_book, 925, Cyan Book, forge:books, inspirations:books
Inspirations, inspirations:cyan_carpeted_trapdoor, 969, Cyan Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:cyan_flower, 949, Cyan Flower, inspirations:small_flowers
Inspirations, inspirations:cyan_waypoint_compass, 994, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:glass_door, 957, Glass Door, 
Inspirations, inspirations:glass_trapdoor, 958, Glass Trapdoor, 
Inspirations, inspirations:gray_book, 923, Gray Book, forge:books, inspirations:books
Inspirations, inspirations:gray_carpeted_trapdoor, 967, Gray Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:gray_waypoint_compass, 988, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:green_book, 929, Green Book, forge:books, inspirations:books
Inspirations, inspirations:green_carpeted_trapdoor, 973, Green Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:green_enlightened_bush, 955, Green Enlightened Bush, inspirations:enlightened_bushes, minecraft:leaves
Inspirations, inspirations:green_waypoint_compass, 993, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:heartbeet, 1003, Heartbeet, 
Inspirations, inspirations:key, 981, Blank Key, 
Inspirations, inspirations:light_blue_book, 919, Light Blue Book, forge:books, inspirations:books
Inspirations, inspirations:light_blue_carpeted_trapdoor, 963, Light Blue Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:light_blue_waypoint_compass, 995, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:light_gray_book, 924, Light Gray Book, forge:books, inspirations:books
Inspirations, inspirations:light_gray_carpeted_trapdoor, 968, Light Gray Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:light_gray_waypoint_compass, 987, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:lime_book, 921, Lime Book, forge:books, inspirations:books
Inspirations, inspirations:lime_carpeted_trapdoor, 965, Lime Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:lime_waypoint_compass, 992, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:lock, 980, Blank Lock, 
Inspirations, inspirations:magenta_book, 918, Magenta Book, forge:books, inspirations:books
Inspirations, inspirations:magenta_carpeted_trapdoor, 962, Magenta Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:magenta_waypoint_compass, 998, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:north_compass, 982, North Compass, 
Inspirations, inspirations:orange_book, 917, Orange Book, forge:books, inspirations:books
Inspirations, inspirations:orange_carpeted_trapdoor, 961, Orange Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:orange_waypoint_compass, 990, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:paeonia, 951, Paeonia, inspirations:small_flowers
Inspirations, inspirations:photometer, 984, Photometer, 
Inspirations, inspirations:pink_book, 922, Pink Book, forge:books, inspirations:books
Inspirations, inspirations:pink_carpeted_trapdoor, 966, Pink Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:pink_waypoint_compass, 999, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:pipe, 977, Pipe, 
Inspirations, inspirations:plain_mulch, 940, Mulch, inspirations:mulch
Inspirations, inspirations:purple_book, 926, Purple Book, forge:books, inspirations:books
Inspirations, inspirations:purple_carpeted_trapdoor, 970, Purple Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:purple_waypoint_compass, 997, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:rainbow_bookshelf, 935, Rainbow Bookshelf, forge:bookshelves, inspirations:bookshelves
Inspirations, inspirations:red_book, 930, Red Book, forge:books, inspirations:books
Inspirations, inspirations:red_carpeted_trapdoor, 974, Red Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:red_enlightened_bush, 954, Red Enlightened Bush, inspirations:enlightened_bushes, minecraft:leaves
Inspirations, inspirations:red_mulch, 942, Red Mulch, inspirations:mulch
Inspirations, inspirations:red_waypoint_compass, 989, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:redstone_book, 932, Trapped Book, forge:books, inspirations:books
Inspirations, inspirations:redstone_charger, 979, Redstone Charger, 
Inspirations, inspirations:rock_path, 945, Cobble Path, 
Inspirations, inspirations:rope, 937, Rope, 
Inspirations, inspirations:rose, 952, Rose, inspirations:small_flowers
Inspirations, inspirations:round_path, 946, Round Path, 
Inspirations, inspirations:sugar_cane_seeds, 1002, Sugar Cane Seeds, 
Inspirations, inspirations:syringa, 950, Syringa, inspirations:small_flowers
Inspirations, inspirations:tile_path, 947, Path Tiles, 
Inspirations, inspirations:tomes_bookshelf, 936, Tomes Bookshelf, forge:bookshelves, inspirations:bookshelves
Inspirations, inspirations:torch_lever, 959, Torch Lever, 
Inspirations, inspirations:vine, 938, Vine Rope, 
Inspirations, inspirations:waypoint_compass, 985, Beacon Compass, inspirations:waypoint_compasses
Inspirations, inspirations:white_book, 916, White Book, forge:books, inspirations:books
Inspirations, inspirations:white_carpeted_trapdoor, 960, White Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:white_enlightened_bush, 953, White Enlightened Bush, inspirations:enlightened_bushes, minecraft:leaves
Inspirations, inspirations:yellow_book, 920, Yellow Book, forge:books, inspirations:books
Inspirations, inspirations:yellow_carpeted_trapdoor, 964, Yellow Carpeted Trapdoor, inspirations:carpeted_trapdoors, inspirations:carpets, minecraft:trapdoors, minecraft:wooden_trapdoors
Inspirations, inspirations:yellow_waypoint_compass, 991, Beacon Compass, inspirations:waypoint_compasses
Minecraft, minecraft:acacia_boat, 834, Acacia Boat, minecraft:boats
Minecraft, minecraft:acacia_button, 263, Acacia Button, minecraft:buttons, minecraft:wooden_buttons
Minecraft, minecraft:acacia_door, 511, Acacia Door, minecraft:doors, minecraft:wooden_doors
Minecraft, minecraft:acacia_fence, 185, Acacia Fence, forge:fences, forge:fences/wooden, minecraft:fences, minecraft:wooden_fences
Minecraft, minecraft:acacia_fence_gate, 220, Acacia Fence Gate, forge:fence_gates, forge:fence_gates/wooden
Minecraft, minecraft:acacia_leaves, 60, Acacia Leaves, minecraft:leaves
Minecraft, minecraft:acacia_log, 36, Acacia Log, minecraft:acacia_logs, minecraft:logs
Minecraft, minecraft:acacia_planks, 17, Acacia Planks, minecraft:planks
Minecraft, minecraft:acacia_pressure_plate, 170, Acacia Pressure Plate, minecraft:wooden_pressure_plates
Minecraft, minecraft:acacia_sapling, 23, Acacia Sapling, minecraft:saplings
Minecraft, minecraft:acacia_sign, 593, Acacia Sign, minecraft:signs
Minecraft, minecraft:acacia_slab, 119, Acacia Slab, minecraft:slabs, minecraft:wooden_slabs
Minecraft, minecraft:acacia_stairs, 319, Acacia Stairs, minecraft:stairs, minecraft:wooden_stairs
Minecraft, minecraft:acacia_trapdoor, 197, Acacia Trapdoor, minecraft:trapdoors, minecraft:wooden_trapdoors
Minecraft, minecraft:acacia_wood, 54, Acacia Wood, minecraft:acacia_logs, minecraft:logs
Minecraft, minecraft:activator_rail, 279, Activator Rail, minecraft:rails
Minecraft, minecraft:air, 0, , 
Minecraft, minecraft:allium, 101, Allium, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Minecraft, minecraft:andesite, 6, Andesite, forge:stone, quark:stone_tool_materials
Minecraft, minecraft:andesite_slab, 501, Andesite Slab, minecraft:slabs
Minecraft, minecraft:andesite_stairs, 488, Andesite Stairs, minecraft:stairs
Minecraft, minecraft:andesite_wall, 254, Andesite Wall, minecraft:walls
Minecraft, minecraft:anvil, 265, Anvil, minecraft:anvil
Minecraft, minecraft:apple, 524, Apple, 
Minecraft, minecraft:armor_stand, 792, Armor Stand, 
Minecraft, minecraft:arrow, 526, Arrow, forge:arrows, minecraft:arrows
Minecraft, minecraft:azure_bluet, 102, Azure Bluet, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Minecraft, minecraft:baked_potato, 765, Baked Potato, 
Minecraft, minecraft:bamboo, 614, Bamboo, 
Minecraft, minecraft:barrel, 865, Barrel, 
Minecraft, minecraft:barrier, 297, Barrier, 
Minecraft, minecraft:bat_spawn_egg, 697, Bat Spawn Egg, 
Minecraft, minecraft:beacon, 244, Beacon, 
Minecraft, minecraft:bedrock, 25, Bedrock, 
Minecraft, minecraft:bee_nest, 879, Bee Nest, 
Minecraft, minecraft:bee_spawn_egg, 698, Bee Spawn Egg, 
Minecraft, minecraft:beef, 677, Raw Beef, 
Minecraft, minecraft:beehive, 880, Beehive, 
