----------------------------------------------------
*** WARNING ***
Don't use the item ID for anything "proper"!!
It's provided here for completeness's sake, it's different in every world.
----------------------------------------------------
Mod name, Registry name, Item ID, Display name, Tags
Aquaculture 2, aquaculture:capitaine, 1742, Capitaine, minecraft:fishes
Aquaculture 2, aquaculture:capitaine_bucket, 1800, Bucket of Capitaine, 
Aquaculture 2, aquaculture:carp, 1747, Carp, minecraft:fishes
Aquaculture 2, aquaculture:carp_bucket, 1805, Bucket of Carp, 
Aquaculture 2, aquaculture:catfish, 1748, Catfish, minecraft:fishes
Aquaculture 2, aquaculture:catfish_bucket, 1806, Bucket of Catfish, 
Aquaculture 2, aquaculture:dark_oak_fish_mount, 1780, Dark Oak Fish Mount, 
Aquaculture 2, aquaculture:diamond_fillet_knife, 1716, Diamond Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:diamond_fishing_rod, 1695, Diamond Fishing Rod, 
Aquaculture 2, aquaculture:diamond_hook, 1783, Diamond Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:double_hook, 1786, Double Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:driftwood, 1718, Driftwood, 
Aquaculture 2, aquaculture:farmland, 1767, Farmland, 
Aquaculture 2, aquaculture:fish_bones, 1725, Fish Bones, 
Aquaculture 2, aquaculture:fish_fillet_cooked, 1727, Cooked Fish Fillet, 
Aquaculture 2, aquaculture:fish_fillet_raw, 1726, Raw Fish Fillet, 
Aquaculture 2, aquaculture:fishing_line, 1698, Fishing Line, aquaculture:fishing_line
Aquaculture 2, aquaculture:frog, 1761, Frog, 
Aquaculture 2, aquaculture:frog_legs_cooked, 1729, Cooked Frog Legs, 
Aquaculture 2, aquaculture:frog_legs_raw, 1728, Frog Legs, 
Aquaculture 2, aquaculture:gar, 1749, Gar, minecraft:fishes
Aquaculture 2, aquaculture:gar_bucket, 1807, Bucket of Gar, 
Aquaculture 2, aquaculture:gold_fillet_knife, 1715, Gold Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:gold_fishing_rod, 1694, Golden Fishing Rod, 
Aquaculture 2, aquaculture:gold_hook, 1782, Gold Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:goldfish, 1763, Goldfish, 
Aquaculture 2, aquaculture:heavy_hook, 1785, Heavy Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:iron_fillet_knife, 1714, Iron Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:iron_fishing_rod, 1693, Iron Fishing Rod, 
Aquaculture 2, aquaculture:iron_hook, 1781, Iron Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:jellyfish, 1758, Jellyfish, 
Aquaculture 2, aquaculture:jellyfish_bucket, 1816, Bucket of Jellyfish, 
Aquaculture 2, aquaculture:jungle_fish_mount, 1778, Jungle Fish Mount, 
Aquaculture 2, aquaculture:leech, 1762, Leech, 
Aquaculture 2, aquaculture:light_hook, 1784, Light Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:lockbox, 1722, Lockbox, 
Aquaculture 2, aquaculture:message_in_a_bottle, 1720, Message In A Bottle, 
Aquaculture 2, aquaculture:minnow, 1750, Minnow, minecraft:fishes
Aquaculture 2, aquaculture:minnow_bucket, 1808, Bucket of Minnow, 
Aquaculture 2, aquaculture:muskellunge, 1751, Muskellunge, minecraft:fishes
Aquaculture 2, aquaculture:muskellunge_bucket, 1809, Bucket of Muskellunge, 
Aquaculture 2, aquaculture:neptunes_bounty, 1770, Neptune's Bounty, forge:chests
Aquaculture 2, aquaculture:neptunium_axe, 1704, Neptunium Axe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_block, 1768, Neptunium Block, forge:storage_blocks, forge:storage_blocks/neptunium
Aquaculture 2, aquaculture:neptunium_boots, 1711, Neptunium Boots, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_bow, 1707, Neptunium Bow, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_chestplate, 1709, Neptunium Chestplate, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_fillet_knife, 1717, Neptunium Fillet Knife, aquaculture:tooltip, forge:fillet_knife
Aquaculture 2, aquaculture:neptunium_fishing_rod, 1696, Neptunium Fishing Rod, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_helmet, 1708, Neptunium Helmet, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_hoe, 1705, Neptunium Hoe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_ingot, 1701, Neptunium Ingot, forge:ingots, forge:ingots/neptunium
Aquaculture 2, aquaculture:neptunium_leggings, 1710, Neptunium Leggings, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_nugget, 1700, Neptunium Nugget, forge:nuggets, forge:nuggets/neptunium
Aquaculture 2, aquaculture:neptunium_pickaxe, 1702, Neptunium Pickaxe, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_shovel, 1703, Neptunium Shovel, aquaculture:tooltip
Aquaculture 2, aquaculture:neptunium_sword, 1706, Neptunium Sword, aquaculture:tooltip
Aquaculture 2, aquaculture:nether_star_hook, 1789, Nether Star Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:note_hook, 1788, Note Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:oak_fish_mount, 1775, Oak Fish Mount, 
Aquaculture 2, aquaculture:pacific_halibut, 1734, Pacific Halibut, minecraft:fishes
Aquaculture 2, aquaculture:pacific_halibut_bucket, 1792, Bucket of Pacific Halibut, 
Aquaculture 2, aquaculture:perch, 1752, Perch, minecraft:fishes
Aquaculture 2, aquaculture:perch_bucket, 1810, Bucket of Perch, 
Aquaculture 2, aquaculture:pink_salmon, 1737, Pink Salmon, minecraft:fishes
Aquaculture 2, aquaculture:pink_salmon_bucket, 1795, Bucket of Pink Salmon, 
Aquaculture 2, aquaculture:piranha, 1754, Piranha, minecraft:fishes
Aquaculture 2, aquaculture:piranha_bucket, 1812, Bucket of Piranha, 
Aquaculture 2, aquaculture:pollock, 1738, Pollock, minecraft:fishes
Aquaculture 2, aquaculture:pollock_bucket, 1796, Bucket of Pollock, 
Aquaculture 2, aquaculture:rainbow_trout, 1739, Rainbow Trout, minecraft:fishes
Aquaculture 2, aquaculture:rainbow_trout_bucket, 1797, Bucket of Rainbow Trout, 
Aquaculture 2, aquaculture:red_grouper, 1759, Red Grouper, minecraft:fishes
Aquaculture 2, aquaculture:red_grouper_bucket, 1817, Bucket of Red Grouper, 
Aquaculture 2, aquaculture:red_shrooma, 1757, Red Shrooma, minecraft:fishes
Aquaculture 2, aquaculture:red_shrooma_bucket, 1815, Bucket of Red Shrooma, 
Aquaculture 2, aquaculture:redstone_hook, 1787, Redstone Hook, aquaculture:tooltip
Aquaculture 2, aquaculture:smallmouth_bass, 1744, Smallmouth Bass, minecraft:fishes
Aquaculture 2, aquaculture:smallmouth_bass_bucket, 1802, Bucket of Smallmouth Bass, 
Aquaculture 2, aquaculture:spruce_fish_mount, 1776, Spruce Fish Mount, 
Aquaculture 2, aquaculture:starshell_turtle, 1766, Starshell Turtle, aquaculture:turtle
Aquaculture 2, aquaculture:starshell_turtle_spawn_egg, 1774, Starshell Turtle Spawn Egg, 
Aquaculture 2, aquaculture:stone_fillet_knife, 1713, Stone Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:sushi, 1731, Sushi, 
Aquaculture 2, aquaculture:synodontis, 1743, Synodontis, minecraft:fishes
Aquaculture 2, aquaculture:synodontis_bucket, 1801, Bucket of Synodontis, 
Aquaculture 2, aquaculture:tackle_box, 1771, Tackle Box, 
Aquaculture 2, aquaculture:tambaqui, 1755, Tambaqui, minecraft:fishes
Aquaculture 2, aquaculture:tambaqui_bucket, 1813, Bucket of Tambaqui, 
Aquaculture 2, aquaculture:tin_can, 1719, Tin Can, 
Aquaculture 2, aquaculture:treasure_chest, 1723, Treasure Chest, 
Aquaculture 2, aquaculture:tuna, 1760, Tuna, minecraft:fishes
Aquaculture 2, aquaculture:tuna_bucket, 1818, Bucket of Tuna, 
Aquaculture 2, aquaculture:turtle_soup, 1730, Turtle Soup, 
Aquaculture 2, aquaculture:wooden_fillet_knife, 1712, Wooden Fillet Knife, forge:fillet_knife
Aquaculture 2, aquaculture:worm, 1697, Worm, 
Aquaculture 2, aquaculture:worm_farm, 1769, Worm Farm, 
Bountiful, bountiful:bounty, 1004, Bounty, 
Bountiful, bountiful:bountyboard, 1005, Bounty Board, 
Bountiful, bountiful:decree, 1006, Decree, 
Buzzier Bees, buzzierbees:acacia_beehive, 2056, Acacia Beehive, 
Buzzier Bees, buzzierbees:allium_scented_candle, 2042, Allium Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:amber_candle, 2057, Amber Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:aspen_beehive, 1927, Aspen Beehive, 
Buzzier Bees, buzzierbees:autumn_crocus_scented_candle, 1994, Autumn Crocus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:azure_bluet_scented_candle, 2004, Azure Bluet Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:bamboo_beehive, 1940, Bamboo Beehive, 
Buzzier Bees, buzzierbees:bee_bottle, 2012, Bottle of Bee, 
Buzzier Bees, buzzierbees:bee_soup, 1912, Bee Soup, 
Buzzier Bees, buzzierbees:beige_candle, 1970, Beige Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:birch_beehive, 1950, Birch Beehive, 
Buzzier Bees, buzzierbees:bird_of_paradise, 2027, Bird of Paradise, minecraft:flowers, minecraft:tall_flowers
Buzzier Bees, buzzierbees:black_candle, 2022, Black Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:blue_candle, 1946, Blue Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:blue_orchid_scented_candle, 1956, Blue Orchid Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:bluebell, 1934, Bluebell, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:bluebell_scented_candle, 1990, Bluebell Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:bop_cherry_beehive, 1911, Cherry Beehive, 
Buzzier Bees, buzzierbees:bop_dead_beehive, 2015, Dead Beehive, 
Buzzier Bees, buzzierbees:bop_fir_beehive, 2013, Fir Beehive, 
Buzzier Bees, buzzierbees:bop_hellbark_beehive, 1949, Hellbark Beehive, 
Buzzier Bees, buzzierbees:bop_jacaranda_beehive, 2002, Jacaranda Beehive, 
Buzzier Bees, buzzierbees:bop_magic_beehive, 1922, Magic Beehive, 
Buzzier Bees, buzzierbees:bop_mahogany_beehive, 1983, Mahogany Beehive, 
Buzzier Bees, buzzierbees:bop_palm_beehive, 2038, Palm Beehive, 
Buzzier Bees, buzzierbees:bop_redwood_beehive, 1978, Redwood Beehive, 
Buzzier Bees, buzzierbees:bop_umbran_beehive, 1953, Umbran Beehive, 
Buzzier Bees, buzzierbees:bop_willow_beehive, 1975, Willow Beehive, 
Buzzier Bees, buzzierbees:brown_candle, 1979, Brown Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:candle, 1958, Candle, buzzierbees:candles
Buzzier Bees, buzzierbees:cartwheel, 1997, Cartwheel, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:cartwheel_scented_candle, 2041, Cartwheel Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:columbine, 1982, Columbine, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:columbine_scented_candle, 2023, Columbine Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:cornflower_scented_candle, 2010, Cornflower Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:cream_candle, 2021, Cream Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:crimson_beehive, 1914, Crimson Beehive, 
Buzzier Bees, buzzierbees:crystallized_honey, 2036, Crystallized Honey, 
Buzzier Bees, buzzierbees:crystallized_honey_block, 1957, Crystallized Honey Block, 
Buzzier Bees, buzzierbees:cyan_candle, 1973, Cyan Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:dandelion_scented_candle, 2000, Dandelion Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:dark_green_candle, 1991, Dark Green Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:dark_oak_beehive, 1987, Dark Oak Beehive, 
Buzzier Bees, buzzierbees:daybloom, 1937, Yellow Hibiscus, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:daybloom_scented_candle, 2006, Yellow Hibiscus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:driftwood_beehive, 2007, Driftwood Beehive, 
Buzzier Bees, buzzierbees:endermite_bottle, 1925, Bottle of Endermite, 
Buzzier Bees, buzzierbees:forest_green_candle, 1945, Forest Green Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:four_leaf_clover, 1938, Four Leaf Clover, 
Buzzier Bees, buzzierbees:gilia_scented_candle, 2017, Gilia Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:glazed_porkchop, 2052, Glazed Porkchop, 
Buzzier Bees, buzzierbees:gray_candle, 1971, Gray Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:green_candle, 1920, Green Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:hive_boat, 1931, Hive Boat, minecraft:boats
Buzzier Bees, buzzierbees:hive_bookshelf, 1923, Hive Bookshelf, forge:bookshelves
Buzzier Bees, buzzierbees:hive_button, 1999, Hive Button, minecraft:buttons, minecraft:wooden_buttons
Buzzier Bees, buzzierbees:hive_door, 2019, Hive Door, minecraft:doors, minecraft:wooden_doors
Buzzier Bees, buzzierbees:hive_fence, 2008, Hive Fence, forge:fences, forge:fences/wooden, minecraft:fences, minecraft:wooden_fences
Buzzier Bees, buzzierbees:hive_fence_gate, 1951, Hive Fence Gate, forge:fence_gates, forge:fence_gates/wooden
Buzzier Bees, buzzierbees:hive_ladder, 1969, Hive Ladder, quark:ladder
Buzzier Bees, buzzierbees:hive_planks, 1935, Hive Planks, minecraft:planks
Buzzier Bees, buzzierbees:hive_pressure_plate, 1936, Hive Pressure Plate, minecraft:wooden_pressure_plates
Buzzier Bees, buzzierbees:hive_sign, 1966, Hive Sign, minecraft:signs
Buzzier Bees, buzzierbees:hive_slab, 2039, Hive Slab, minecraft:slabs, minecraft:wooden_slabs
Buzzier Bees, buzzierbees:hive_stairs, 2024, Hive Stairs, minecraft:stairs, minecraft:wooden_stairs
Buzzier Bees, buzzierbees:hive_trapdoor, 1942, Hive Trapdoor, minecraft:trapdoors, minecraft:wooden_trapdoors
Buzzier Bees, buzzierbees:hive_vertical_slab, 2018, Hive Vertical Slab, 
Buzzier Bees, buzzierbees:honey_apple, 2048, Honey Apple, 
Buzzier Bees, buzzierbees:honey_bread, 1965, Honey Bread, 
Buzzier Bees, buzzierbees:honey_brick_slab, 1913, Honey Brick Slab, 
Buzzier Bees, buzzierbees:honey_brick_stairs, 2043, Honey Brick Stairs, 
Buzzier Bees, buzzierbees:honey_brick_vertical_slab, 2003, Honey Brick Vertical Slab, 
Buzzier Bees, buzzierbees:honey_brick_wall, 1996, Honey Brick Wall, minecraft:walls
Buzzier Bees, buzzierbees:honey_bricks, 1972, Honey Bricks, 
Buzzier Bees, buzzierbees:honey_lamp, 1976, Honey Lamp, 
Buzzier Bees, buzzierbees:honey_pot, 1910, Honey Pot, 
Buzzier Bees, buzzierbees:honey_slime_spawn_egg, 1988, Honey Slime Spawn Egg, 
Buzzier Bees, buzzierbees:honey_wand, 1954, Honey Wand, 
Buzzier Bees, buzzierbees:hot_monkey_brush_scented_candle, 1930, Hot Monkey Brush Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:hot_pink_candle, 1924, Hot Pink Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:indigo_candle, 2031, Indigo Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:jolyce, 1981, Dianthus, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:jolyce_scented_candle, 1916, Dianthus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:jungle_beehive, 1961, Jungle Beehive, 
Buzzier Bees, buzzierbees:kousa_beehive, 1986, Kousa Beehive, 
Buzzier Bees, buzzierbees:light_blue_candle, 2025, Light Blue Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:light_gray_candle, 2053, Light Gray Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:lily_of_the_valley_scented_candle, 2051, Lily of the Valley Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:lime_candle, 1992, Lime Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:magenta_candle, 1915, Magenta Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:magenta_hibiscus, 1995, Magenta Hibiscus, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:magenta_hibiscus_scented_candle, 2044, Magenta Hibiscus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:maple_beehive, 1960, Maple Beehive, 
Buzzier Bees, buzzierbees:maroon_candle, 2055, Maroon Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:navy_candle, 1917, Navy Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:olive_candle, 2029, Olive Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:orange_candle, 1943, Orange Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:orange_hibiscus, 1952, Orange Hibiscus, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:orange_hibiscus_scented_candle, 1941, Orange Hibiscus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:orange_tulip_scented_candle, 2020, Orange Tulip Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:oxeye_daisy_scented_candle, 2026, Oxeye Daisy Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:pale_green_candle, 2030, Pale Green Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:pale_pink_candle, 1947, Pale Pink Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:pale_yellow_candle, 1955, Pale Yellow Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:pink_candle, 2009, Pink Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:pink_clover, 2054, Pink Clover, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:pink_clover_scented_candle, 2034, Pink Clover Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:pink_hibiscus, 1962, Pink Hibiscus, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:pink_hibiscus_scented_candle, 1939, Pink Hibiscus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:pink_searocket_scented_candle, 1989, Pink Searocket Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:pink_tulip_scented_candle, 1921, Pink Tulip Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:poise_beehive, 1928, Poise Beehive, 
Buzzier Bees, buzzierbees:poppy_scented_candle, 1993, Poppy Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:purple_candle, 1918, Purple Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:purple_hibiscus, 1929, Purple Hibiscus, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:purple_hibiscus_scented_candle, 2001, Purple Hibiscus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:red_candle, 1933, Red Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:red_hibiscus, 1974, Red Hibiscus, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:red_hibiscus_scented_candle, 2040, Red Hibiscus Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:red_tulip_scented_candle, 1963, Red Tulip Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:river_beehive, 1944, River Beehive, 
Buzzier Bees, buzzierbees:rosewood_beehive, 1932, Rosewood Beehive, 
Buzzier Bees, buzzierbees:scalding_monkey_brush_scented_candle, 1985, Scalding Monkey Brush Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:silverfish_bottle, 2011, Bottle of Silverfish, 
Buzzier Bees, buzzierbees:sky_blue_candle, 1948, Sky Blue Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:slate_gray_candle, 2047, Slate Gray Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:snake_block_beehive, 2028, Snake Block Beehive, 
Buzzier Bees, buzzierbees:spruce_beehive, 1926, Spruce Beehive, 
Buzzier Bees, buzzierbees:sticky_honey_wand, 1977, Sticky Honey Wand, 
Buzzier Bees, buzzierbees:vertical_hive_planks, 1964, Vertical Hive Planks, minecraft:planks
Buzzier Bees, buzzierbees:violet, 2045, Violet, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:violet_candle, 2016, Violet Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:violet_scented_candle, 2032, Violet Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:warm_monkey_brush_scented_candle, 1980, Warm Monkey Brush Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:warped_beehive, 1967, Warped Beehive, 
Buzzier Bees, buzzierbees:wax, 2049, Wax, 
Buzzier Bees, buzzierbees:wax_block, 1998, Wax Block, 
Buzzier Bees, buzzierbees:white_candle, 1968, White Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:white_clover, 1959, White Clover, aquaculture:turtle_edible, minecraft:flowers, minecraft:small_flowers
Buzzier Bees, buzzierbees:white_clover_scented_candle, 2005, White Clover Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:white_searocket_scented_candle, 2050, White Searocket Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:white_tulip_scented_candle, 2037, White Tulip Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:willow_beehive, 2014, Willow Beehive, 
Buzzier Bees, buzzierbees:wisteria_beehive, 1919, Wisteria Beehive, 
Buzzier Bees, buzzierbees:wither_rose_scented_candle, 1984, Wither Rose Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Buzzier Bees, buzzierbees:yellow_candle, 2033, Yellow Candle, buzzierbees:candles, buzzierbees:dyed_candles
Buzzier Bees, buzzierbees:yucca_beehive, 2046, Yucca Beehive, 
Buzzier Bees, buzzierbees:yucca_flower_scented_candle, 2035, Yucca Flower Scented Candle, buzzierbees:candles, buzzierbees:scented_candles
Charm, charm:barrel_acacia, 1871, Acacia Barrel, forge:barrels
Charm, charm:barrel_birch, 1869, Birch Barrel, forge:barrels
Charm, charm:barrel_dark_oak, 1872, Dark Oak Barrel, forge:barrels
Charm, charm:barrel_jungle, 1870, Jungle Barrel, forge:barrels
Charm, charm:barrel_spruce, 1868, Spruce Barrel, forge:barrels
Charm, charm:bat_bucket, 1874, Bat in a Bucket, 
Charm, charm:bookshelf_chest_acacia, 1866, Acacia Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_birch, 1864, Birch Bookshelf Chest, forge:bookshelves
Charm, charm:bookshelf_chest_dark_oak, 1867, Dark Oak Bookshelf Chest, forge:bookshelves
